# Admin-default TalentBuild picks — generated by wow:export-default-talents.
# Applied by wow:apply-default-talents — deliberately NOT wired into import:spelldata
# automatically, so an admin actively re-curating a live build via /admin/talent-builds
# does not get silently reverted by an unrelated routine spell-data re-import.
# Re-export after any deliberate build change you want to become the new baseline
# for fresh environments.
#
# Format: class_slug | spec_slug | kind(pve|pvp) | spell_id | rank | name (comment only)
#   - pve rows: rank disambiguates a multi-rank node sharing one spell_id across ranks.
#   - pvp rows: rank is always blank (PvP talents have no rank concept).
# Regenerated wholesale each export — do not hand-edit, re-export instead.

# Death Knight / Blood (exported 2026-08-18)
deathknight | blood | pve | 205727 | 1 | Anti-Magic Barrier
paladin | retribution | pve | 255937 | 1 | Wake of Ashes
paladin | retribution | pve | 1263782 | 1 | Walk Into Light
paladin | retribution | pve | 431406 | 1 | Will of the Dawn
paladin | retribution | pve | 460720 | 1 | Wrench Evil
paladin | retribution | pve | 403509 | 2 | Zealot's Fervor
paladin | retribution | pvp | 210256 | | Blessing of Sanctuary
paladin | retribution | pvp | 204018 | | Blessing of Spellwarding
paladin | retribution | pvp | 216868 | | Hallowed Ground
paladin | retribution | pvp | 410126 | | Searing Glare

# Priest / Discipline (exported 2026-08-18)
priest | discipline | pve | 373054 | 2 | Abyssal Reverie
priest | discipline | pve | 238100 | 1 | Angel's Mercy
priest | discipline | pve | 238100 | 1 | Angel's Mercy
priest | discipline | pve | 108945 | 1 | Angelic Bulwark
priest | discipline | pve | 121536 | 1 | Angelic Feather
priest | discipline | pve | 197862 | 1 | Archangel
priest | discipline | pve | 440766 | 1 | Assured Safety
priest | discipline | pve | 81749 | 1 | Atonement
priest | discipline | pve | 415416 | 1 | Benevolence
priest | discipline | pve | 368275 | 1 | Binding Heals
priest | discipline | pve | 215768 | 2 | Blaze of Light
priest | discipline | pve | 64129 | 1 | Body and Soul
priest | discipline | pve | 390691 | 2 | Borrowed Time
priest | discipline | pve | 193134 | 1 | Castigation
priest | discipline | pve | 1250835 | 1 | Dark Enlightenment
priest | discipline | pve | 372972 | 1 | Dark Indulgence
priest | discipline | pve | 1240364 | 1 | Death's Torment
priest | discipline | pve | 458718 | 1 | Desperate Measures
priest | discipline | pve | 19236 | 1 | Desperate Prayer
priest | discipline | pve | 528 | 1 | Dispel Magic
priest | discipline | pve | 47515 | 1 | Divine Aegis
priest | discipline | pve | 472568 | 1 | Encroaching Shadows
priest | discipline | pve | 390685 | 1 | Enduring Luminescence
priest | discipline | pve | 238135 | 1 | Eternal Barrier
priest | discipline | pve | 472433 | 1 | Evangelism
priest | discipline | pve | 1249233 | 1 | Everlasting Light
priest | discipline | pve | 390832 | 2 | Expiation
priest | discipline | pve | 586 | 1 | Fade
priest | discipline | pve | 440738 | 1 | Foreseen Circumstances
priest | discipline | pve | 1248423 | 1 | Guiding Light
priest | discipline | pve | 373180 | 2 | Harsh Discipline
priest | discipline | pve | 132157 | 1 | Holy Nova
priest | discipline | pve | 372969 | 1 | Holy Ray
priest | discipline | pve | 390670 | 2 | Improved Fade
priest | discipline | pve | 393870 | 1 | Improved Flash Heal
priest | discipline | pve | 390632 | 1 | Improved Purify
priest | discipline | pve | 373427 | 1 | Inescapable Torment
priest | discipline | pve | 390693 | 1 | Inner Focus
priest | discipline | pve | 390676 | 1 | Inspiration
priest | discipline | pve | 73325 | 1 | Leap of Faith
priest | discipline | pve | 238063 | 1 | Lenience
priest | discipline | pve | 373450 | 1 | Light's Inspiration
priest | discipline | pve | 322115 | 1 | Light's Promise
priest | discipline | pve | 32375 | 1 | Mass Dispel
priest | discipline | pve | 1253590 | 1 | Master the Darkness
priest | discipline | pve | 341167 | 1 | Mental Agility
priest | discipline | pve | 8092 | 1 | Mind Blast
priest | discipline | pve | 605 | 1 | Mind Control
priest | discipline | pve | 1251029 | 1 | Mindpierce
priest | discipline | pve | 390620 | 1 | Move with Grace
priest | discipline | pve | 1250293 | 1 | Occultist
priest | discipline | pve | 33206 | 1 | Pain Suppression
priest | discipline | pve | 390689 | 2 | Pain and Suffering
priest | discipline | pve | 1251030 | 1 | Painful Invocation
priest | discipline | pve | 390686 | 1 | Painful Punishment
priest | discipline | pve | 108942 | 1 | Phantasm
priest | discipline | pve | 459559 | 1 | Phantom Reach
priest | discipline | pve | 1246802 | 1 | Piety
priest | discipline | pve | 10060 | 1 | Power Infusion
priest | discipline | pve | 194509 | 1 | Power Word: Radiance
priest | discipline | pve | 198068 | 1 | Power of the Dark Side
priest | discipline | pve | 440671 | 1 | Preemptive Care
priest | discipline | pve | 440662 | 1 | Preventive Measures
priest | discipline | pve | 1246799 | 1 | Prompt Prognosis
priest | discipline | pve | 1272359 | 1 | Prophet's Insight
priest | discipline | pve | 193063 | 1 | Protective Light
priest | discipline | pve | 373035 | 1 | Protector of the Frail
priest | discipline | pve | 8122 | 1 | Psychic Scream
priest | discipline | pve | 196704 | 1 | Psychic Voice
priest | discipline | pve | 1250218 | 1 | Purge the Wicked
priest | discipline | pve | 373003 | 1 | Revel in Darkness
priest | discipline | pve | 440669 | 1 | Save the Day
priest | discipline | pve | 1280131 | 1 | Searing Light
priest | discipline | pve | 1252215 | 1 | Shadow Mend
priest | discipline | pve | 1235211 | 1 | Shadow Tap
priest | discipline | pve | 32379 | 1 | Shadow Word: Death
priest | discipline | pve | 34433 | 1 | Shadowfiend
priest | discipline | pve | 390919 | 1 | Sheer Terror
priest | discipline | pve | 197045 | 1 | Shield Discipline
priest | discipline | pve | 390667 | 2 | Spell Warding
priest | discipline | pve | 1250818 | 1 | Spiritual Guidance
priest | discipline | pve | 1250820 | 1 | Strength of Resolve
priest | discipline | pve | 109186 | 1 | Surge of Light
priest | discipline | pve | 373446 | 1 | Translucent Image
priest | discipline | pve | 1251077 | 1 | Twin Disciplines
priest | discipline | pve | 373466 | 1 | Twins of the Sun Priestess
priest | discipline | pve | 440742 | 1 | Twinsight
priest | discipline | pve | 390972 | 2 | Twist of Fate
priest | discipline | pve | 421453 | 1 | Ultimate Penitence
priest | discipline | pve | 1272363 | 1 | Unfolding Vision
priest | discipline | pve | 373456 | 2 | Unwavering Will
priest | discipline | pve | 440681 | 1 | Waste No Time
priest | discipline | pve | 390786 | 1 | Weal and Woe
priest | discipline | pve | 1272352 | 1 | Words of the Wise
priest | discipline | pvp | 1218211 | | Dark Archangel
priest | discipline | pvp | 355897 | | Inner Light
priest | discipline | pvp | 408557 | | Phase Shift
priest | discipline | pvp | 236499 | | Ultimate Radiance

# Priest / Holy (exported 2026-08-18)
priest | holy | pve | 196707 | 1 | Afterlife
priest | holy | pve | 238100 | 1 | Angel's Mercy
priest | holy | pve | 238100 | 1 | Angel's Mercy
priest | holy | pve | 108945 | 1 | Angelic Bulwark
priest | holy | pve | 121536 | 1 | Angelic Feather
priest | holy | pve | 1250565 | 1 | Angelic Touch
priest | holy | pve | 200183 | 1 | Apotheosis
priest | holy | pve | 440766 | 1 | Assured Safety
priest | holy | pve | 1262755 | 1 | Benediction
priest | holy | pve | 415416 | 1 | Benevolence
priest | holy | pve | 368275 | 1 | Binding Heals
priest | holy | pve | 64129 | 1 | Body and Soul
priest | holy | pve | 372307 | 1 | Burning Vehemence
priest | holy | pve | 200199 | 1 | Censure
priest | holy | pve | 238136 | 1 | Cosmic Ripple
priest | holy | pve | 1248418 | 1 | Cosmic Wave
priest | holy | pve | 1250835 | 1 | Dark Enlightenment
priest | holy | pve | 458718 | 1 | Desperate Measures
priest | holy | pve | 19236 | 1 | Desperate Prayer
priest | holy | pve | 391381 | 2 | Desperate Times
priest | holy | pve | 528 | 1 | Dispel Magic
priest | holy | pve | 64843 | 1 | Divine Hymn
priest | holy | pve | 392988 | 1 | Divine Image
priest | holy | pve | 391233 | 1 | Divine Service
priest | holy | pve | 372616 | 1 | Empyreal Blaze
priest | holy | pve | 193155 | 1 | Enlightenment
priest | holy | pve | 414553 | 1 | Epiphany
priest | holy | pve | 1215245 | 1 | Eternal Sanctity
priest | holy | pve | 1249233 | 1 | Everlasting Light
priest | holy | pve | 586 | 1 | Fade
priest | holy | pve | 440738 | 1 | Foreseen Circumstances
priest | holy | pve | 200209 | 1 | Guardian Angel
priest | holy | pve | 47788 | 1 | Guardian Spirit
priest | holy | pve | 1248423 | 1 | Guiding Light
priest | holy | pve | 1247166 | 1 | Healing Focus
priest | holy | pve | 1215275 | 1 | Holy Celerity
priest | holy | pve | 14914 | 1 | Holy Fire
priest | holy | pve | 132157 | 1 | Holy Nova
priest | holy | pve | 88625 | 1 | Holy Word: Chastise
priest | holy | pve | 34861 | 1 | Holy Word: Sanctify
priest | holy | pve | 2050 | 1 | Holy Word: Serenity
priest | holy | pve | 390670 | 2 | Improved Fade
priest | holy | pve | 393870 | 1 | Improved Flash Heal
priest | holy | pve | 390632 | 1 | Improved Purify
priest | holy | pve | 390676 | 1 | Inspiration
priest | holy | pve | 471504 | 1 | Lasting Words
priest | holy | pve | 73325 | 1 | Leap of Faith
priest | holy | pve | 471668 | 2 | Light in the Darkness
priest | holy | pve | 373450 | 1 | Light's Inspiration
priest | holy | pve | 193157 | 1 | Light's Resurgence
priest | holy | pve | 32375 | 1 | Mass Dispel
priest | holy | pve | 341167 | 1 | Mental Agility
priest | holy | pve | 605 | 1 | Mind Control
priest | holy | pve | 1251029 | 1 | Mindpierce
priest | holy | pve | 235587 | 1 | Miracle Worker
priest | holy | pve | 390620 | 1 | Move with Grace
priest | holy | pve | 1251030 | 1 | Painful Invocation
priest | holy | pve | 108942 | 1 | Phantasm
priest | holy | pve | 459559 | 1 | Phantom Reach
priest | holy | pve | 1246802 | 1 | Piety
priest | holy | pve | 10060 | 1 | Power Infusion
priest | holy | pve | 390977 | 1 | Prayers of the Virtuous
priest | holy | pve | 440671 | 1 | Preemptive Care
priest | holy | pve | 440662 | 1 | Preventive Measures
priest | holy | pve | 390967 | 2 | Prismatic Echoes
priest | holy | pve | 1246799 | 1 | Prompt Prognosis
priest | holy | pve | 1272359 | 1 | Prophet's Insight
priest | holy | pve | 193063 | 1 | Protective Light
priest | holy | pve | 8122 | 1 | Psychic Scream
priest | holy | pve | 196704 | 1 | Psychic Voice
priest | holy | pve | 1250684 | 1 | Radiant Plea
priest | holy | pve | 341997 | 1 | Renewed Faith
priest | holy | pve | 440669 | 1 | Save the Day
priest | holy | pve | 391186 | 1 | Say Your Prayers
priest | holy | pve | 419110 | 1 | Seraphic Crescendo
priest | holy | pve | 32379 | 1 | Shadow Word: Death
priest | holy | pve | 390919 | 1 | Sheer Terror
priest | holy | pve | 1250378 | 1 | Spectral Illusion
priest | holy | pve | 390667 | 2 | Spell Warding
priest | holy | pve | 1250818 | 1 | Spiritual Guidance
priest | holy | pve | 1250820 | 1 | Strength of Resolve
priest | holy | pve | 109186 | 1 | Surge of Light
priest | holy | pve | 373446 | 1 | Translucent Image
priest | holy | pve | 1251077 | 1 | Twin Disciplines
priest | holy | pve | 373466 | 1 | Twins of the Sun Priestess
priest | holy | pve | 440742 | 1 | Twinsight
priest | holy | pve | 390972 | 2 | Twist of Fate
priest | holy | pve | 1246517 | 1 | Ultimate Serenity
priest | holy | pve | 1272363 | 1 | Unfolding Vision
priest | holy | pve | 373456 | 2 | Unwavering Will
priest | holy | pve | 1250562 | 1 | Uplifting Words
priest | holy | pve | 390994 | 1 | Voice of Harmony
priest | holy | pve | 440681 | 1 | Waste No Time
priest | holy | pve | 1272352 | 1 | Words of the Wise
priest | holy | pvp | 408557 | | Phase Shift
priest | holy | pvp | 1246968 | | Psychic Shroud
priest | holy | pvp | 196439 | | Purification
priest | holy | pvp | 215982 | | Spirit of the Redeemer

# Priest / Shadow (exported 2026-08-18)
priest | shadow | pve | 238100 | 1 | Angel's Mercy
priest | shadow | pve | 238100 | 1 | Angel's Mercy
priest | shadow | pve | 108945 | 1 | Angelic Bulwark
priest | shadow | pve | 121536 | 1 | Angelic Feather
priest | shadow | pve | 155271 | 1 | Auspicious Spirits
priest | shadow | pve | 368275 | 1 | Binding Heals
priest | shadow | pve | 64129 | 1 | Body and Soul
priest | shadow | pve | 448403 | 1 | Collapsing Void
priest | shadow | pve | 1279354 | 1 | Crushing Void
priest | shadow | pve | 451018 | 1 | Dark Energy
priest | shadow | pve | 1250835 | 1 | Dark Enlightenment
priest | shadow | pve | 391099 | 1 | Dark Evangelism
priest | shadow | pve | 449912 | 1 | Darkening Horizon
priest | shadow | pve | 1240364 | 1 | Death's Torment
priest | shadow | pve | 392507 | 1 | Deathspeaker
priest | shadow | pve | 19236 | 1 | Desperate Prayer
priest | shadow | pve | 451840 | 1 | Devour Matter
priest | shadow | pve | 528 | 1 | Dispel Magic
priest | shadow | pve | 586 | 1 | Fade
priest | shadow | pve | 1249230 | 1 | Focused Power
priest | shadow | pve | 1279355 | 1 | Haunting Shadows
priest | shadow | pve | 373280 | 1 | Idol of N'Zoth
priest | shadow | pve | 373310 | 1 | Idol of Y'Shaarj
priest | shadow | pve | 373273 | 1 | Idol of Yogg-Saron
priest | shadow | pve | 390670 | 2 | Improved Fade
priest | shadow | pve | 393870 | 1 | Improved Flash Heal
priest | shadow | pve | 341240 | 1 | Improved Voidform
priest | shadow | pve | 373427 | 1 | Inescapable Torment
priest | shadow | pve | 448278 | 1 | Inner Quietus
priest | shadow | pve | 373212 | 2 | Insidious Ire
priest | shadow | pve | 390676 | 1 | Inspiration
priest | shadow | pve | 1242862 | 2 | Instilled Doubt
priest | shadow | pve | 288733 | 1 | Intangibility
priest | shadow | pve | 1279350 | 1 | Invoked Nightmare
priest | shadow | pve | 73325 | 1 | Leap of Faith
priest | shadow | pve | 373450 | 1 | Light's Inspiration
priest | shadow | pve | 1279353 | 1 | Maddening Tentacles
priest | shadow | pve | 391228 | 1 | Maddening Touch
priest | shadow | pve | 32375 | 1 | Mass Dispel
priest | shadow | pve | 391151 | 2 | Mastermind
priest | shadow | pve | 341167 | 1 | Mental Agility
priest | shadow | pve | 375994 | 1 | Mental Decay
priest | shadow | pve | 8092 | 1 | Mind Blast
priest | shadow | pve | 605 | 1 | Mind Control
priest | shadow | pve | 407470 | 1 | Mind's Eye
priest | shadow | pve | 1230339 | 1 | Mindbender
priest | shadow | pve | 1251029 | 1 | Mindpierce
priest | shadow | pve | 390620 | 1 | Move with Grace
priest | shadow | pve | 1266883 | 1 | Overwhelming Shadows
priest | shadow | pve | 1251030 | 1 | Painful Invocation
priest | shadow | pve | 108942 | 1 | Phantasm
priest | shadow | pve | 1242779 | 1 | Phantom Menace
priest | shadow | pve | 459559 | 1 | Phantom Reach
priest | shadow | pve | 10060 | 1 | Power Infusion
priest | shadow | pve | 193063 | 1 | Protective Light
priest | shadow | pve | 199484 | 1 | Psychic Link
priest | shadow | pve | 8122 | 1 | Psychic Scream
priest | shadow | pve | 196704 | 1 | Psychic Voice
priest | shadow | pve | 213634 | 1 | Purify Disease
priest | shadow | pve | 1266845 | 1 | Quickened Pulse
priest | shadow | pve | 373218 | 1 | Sanguine Teachings
priest | shadow | pve | 375767 | 2 | Screams of the Void
priest | shadow | pve | 9484 | 1 | Shackle Horror
priest | shadow | pve | 32379 | 1 | Shadow Word: Death
priest | shadow | pve | 335467 | 1 | Shadow Word: Madness
priest | shadow | pve | 34433 | 1 | Shadowfiend
priest | shadow | pve | 341491 | 1 | Shadowy Apparitions
priest | shadow | pve | 375888 | 1 | Shadowy Insight
priest | shadow | pve | 390919 | 1 | Sheer Terror
priest | shadow | pve | 407469 | 1 | Spectral Horrors
priest | shadow | pve | 390667 | 2 | Spell Warding
priest | shadow | pve | 1250818 | 1 | Spiritual Guidance
priest | shadow | pve | 1250820 | 1 | Strength of Resolve
priest | shadow | pve | 1228516 | 1 | Subservient Shadows
priest | shadow | pve | 391399 | 1 | Surge of Insanity
priest | shadow | pve | 109186 | 1 | Surge of Light
priest | shadow | pve | 1227280 | 1 | Tentacle Slam
priest | shadow | pve | 373223 | 1 | Tithe Evasion
priest | shadow | pve | 391284 | 1 | Tormented Spirits
priest | shadow | pve | 1250492 | 1 | Tormenting Whispers
priest | shadow | pve | 1266856 | 1 | Touch of the Void
priest | shadow | pve | 373446 | 1 | Translucent Image
priest | shadow | pve | 1251077 | 1 | Twin Disciplines
priest | shadow | pve | 373466 | 1 | Twins of the Sun Priestess
priest | shadow | pve | 390972 | 2 | Twist of Fate
priest | shadow | pve | 1264096 | 1 | Void Apparitions
priest | shadow | pve | 450405 | 1 | Void Blast
priest | shadow | pve | 450612 | 1 | Void Infusion
priest | shadow | pve | 451311 | 1 | Void Leech
priest | shadow | pve | 263165 | 1 | Void Torrent
priest | shadow | pve | 228260 | 1 | Voidform
priest | shadow | pve | 449880 | 1 | Voidheart
priest | shadow | pve | 407430 | 1 | Voidtouched
priest | shadow | pve | 451234 | 1 | Voidwraith
priest | shadow | pvp | 357711 | | Cascading Horrors
priest | shadow | pvp | 199259 | | Driven to Madness
priest | shadow | pvp | 408557 | | Phase Shift
priest | shadow | pvp | 211522 | | Psyfiend

# Rogue / Assassination (exported 2026-08-18)
rogue | assassination | pve | 193539 | 2 | Alacrity
rogue | assassination | pve | 381664 | 1 | Amplifying Poison
rogue | assassination | pve | 381637 | 1 | Atrophic Poison
rogue | assassination | pve | 1250358 | 1 | Avulsion
rogue | assassination | pve | 379005 | 1 | Blackjack
rogue | assassination | pve | 2094 | 1 | Blind
rogue | assassination | pve | 328085 | 1 | Blindside
rogue | assassination | pve | 381626 | 1 | Bloody Mess
rogue | assassination | pve | 421975 | 1 | Caustic Spatter
rogue | assassination | pve | 31224 | 1 | Cloak of Shadows
rogue | assassination | pve | 1276816 | 1 | Controlled Chaos
rogue | assassination | pve | 1247227 | 1 | Crimson Tempest
rogue | assassination | pve | 1267220 | 1 | Danger Sense
rogue | assassination | pve | 381797 | 1 | Dashing Scoundrel
rogue | assassination | pve | 231719 | 1 | Deadened Nerves
rogue | assassination | pve | 1250271 | 1 | Deadly Momentum
rogue | assassination | pve | 2823 | 1 | Deadly Poison
rogue | assassination | pve | 381542 | 1 | Deadly Precision
rogue | assassination | pve | 454419 | 1 | Deal Fate
rogue | assassination | pve | 360194 | 1 | Deathmark
rogue | assassination | pve | 1267216 | 1 | Deep Cuts
rogue | assassination | pve | 193531 | 1 | Deeper Stratagem
rogue | assassination | pve | 1249194 | 1 | Delivered Doom
rogue | assassination | pve | 381673 | 1 | Doomblade
rogue | assassination | pve | 381801 | 1 | Dragon-Tempered Blades
rogue | assassination | pve | 453457 | 1 | Edge Case
rogue | assassination | pve | 79008 | 1 | Elusiveness
rogue | assassination | pve | 5277 | 1 | Evasion
rogue | assassination | pve | 392384 | 2 | Fatal Concoction
rogue | assassination | pve | 1249215 | 1 | Fate Intertwined
rogue | assassination | pve | 423683 | 1 | Featherfoot
